delay	freq	condition	trials.thisRepN	trials.thisTrialN	trials.thisN	trials.thisIndex	polygon.started	polygon_2.started	key_resp.started	polygon.stopped	key_resp.keys	key_resp.rt	sound_1.started	sound_1.stopped	text.started	textbox.started	button.started	textbox.text	button.numClicks	button.timesOn	button.timesOff	participant	session	date	expName	psychopyVersion	frameRate
0.1	400	unexp	0	10	10	0	148.3257378	149.3254294	149.3254294	149.3254294	space	0.4534414	149.908877		150.2087618	150.2087618	150.2087618	400	11	"[6.603961699875072, 7.181363600073382, 4.178450099891052, 5.105714899953455, 4.187907999847084, 2.669467199826613, 4.382238200167194, 3.832189899869263, 4.7979181001428515, 2.882275199983269, 6.531213799957186]"	"[6.603966000024229, 7.181370500009507, 4.178457000060007, 5.105719699990004, 4.187914100009948, 2.669473099987954, 4.382243599975482, 3.832196499919519, 4.797923100180924, 2.8822822000365704, 6.531221800018102]"	final100	1	2022-11-10_23h08.43.428	Intentional Binding	2022.2.4	59.93770077
0.7	400	unexp	0	11	11	2	156.7406194	157.7403475	157.7403475	157.7403475	space	0.9343704	159.4065296	159.7064594	159.7064594	159.7064594	159.7064594	300	12	"[6.603961699875072, 7.181363600073382, 4.178450099891052, 5.105714899953455, 4.187907999847084, 2.669467199826613, 4.382238200167194, 3.832189899869263, 4.7979181001428515, 2.882275199983269, 6.531213799957186, 6.316855799872428]"	"[6.603966000024229, 7.181370500009507, 4.178457000060007, 5.105719699990004, 4.187914100009948, 2.669473099987954, 4.382243599975482, 3.832196499919519, 4.797923100180924, 2.8822822000365704, 6.531221800018102, 6.316859500017017]"	final100	1	2022-11-10_23h08.43.428	Intentional Binding	2022.2.4	59.93770077
0.1	1000	exp	1	0	12	6	166.0219274	167.0211726	167.0211726	167.0211726	space	0.3067128	167.4543711		167.7544048	167.7544048	167.7544048	100	13	"[6.603961699875072, 7.181363600073382, 4.178450099891052, 5.105714899953455, 4.187907999847084, 2.669467199826613, 4.382238200167194, 3.832189899869263, 4.7979181001428515, 2.882275199983269, 6.531213799957186, 6.316855799872428, 3.3994853000622243]"	"[6.603966000024229, 7.181370500009507, 4.178457000060007, 5.105719699990004, 4.187914100009948, 2.669473099987954, 4.382243599975482, 3.832196499919519, 4.797923100180924, 2.8822822000365704, 6.531221800018102, 6.316859500017017, 3.3995135999284685]"	final100	1	2022-11-10_23h08.43.428	Intentional Binding	2022.2.4	59.93770077
0.1	1000	exp	1	1	13	3	171.1535907	172.1533997	172.1533997	172.1533997	space	0.4281418	172.702995		173.0038188	173.0038188	173.0038188	100	14	"[6.603961699875072, 7.181363600073382, 4.178450099891052, 5.105714899953455, 4.187907999847084, 2.669467199826613, 4.382238200167194, 3.832189899869263, 4.7979181001428515, 2.882275199983269, 6.531213799957186, 6.316855799872428, 3.3994853000622243, 2.432480299845338]"	"[6.603966000024229, 7.181370500009507, 4.178457000060007, 5.105719699990004, 4.187914100009948, 2.669473099987954, 4.382243599975482, 3.832196499919519, 4.797923100180924, 2.8822822000365704, 6.531221800018102, 6.316859500017017, 3.3995135999284685, 2.4324890999123454]"	final100	1	2022-11-10_23h08.43.428	Intentional Binding	2022.2.4	59.93770077
0.4	400	unexp	1	2	14	1	175.4360788	176.4358455	176.4358455	176.4358455	space	0.3559729	177.2186947		177.5186004	177.5186004	177.5186004	200	15	"[6.603961699875072, 7.181363600073382, 4.178450099891052, 5.105714899953455, 4.187907999847084, 2.669467199826613, 4.382238200167194, 3.832189899869263, 4.7979181001428515, 2.882275199983269, 6.531213799957186, 6.316855799872428, 3.3994853000622243, 2.432480299845338, 2.6852002998348325]"	"[6.603966000024229, 7.181370500009507, 4.178457000060007, 5.105719699990004, 4.187914100009948, 2.669473099987954, 4.382243599975482, 3.832196499919519, 4.797923100180924, 2.8822822000365704, 6.531221800018102, 6.316859500017017, 3.3995135999284685, 2.4324890999123454, 2.68520459998399]"	final100	1	2022-11-10_23h08.43.428	Intentional Binding	2022.2.4	59.93770077
0.4	1000	exp	1	3	15	4	180.2013058	181.2011984	181.2011984	181.2011984	space	0.3345196	181.9673302		182.2676036	182.2676036	182.2676036	200	16	"[6.603961699875072, 7.181363600073382, 4.178450099891052, 5.105714899953455, 4.187907999847084, 2.669467199826613, 4.382238200167194, 3.832189899869263, 4.7979181001428515, 2.882275199983269, 6.531213799957186, 6.316855799872428, 3.3994853000622243, 2.432480299845338, 2.6852002998348325, 3.965880800038576]"	"[6.603966000024229, 7.181370500009507, 4.178457000060007, 5.105719699990004, 4.187914100009948, 2.669473099987954, 4.382243599975482, 3.832196499919519, 4.797923100180924, 2.8822822000365704, 6.531221800018102, 6.316859500017017, 3.3995135999284685, 2.4324890999123454, 2.68520459998399, 3.965885000070557]"	final100	1	2022-11-10_23h08.43.428	Intentional Binding	2022.2.4	59.93770077
0.7	1000	exp	1	4	16	11	186.233835	187.2329581	187.2329581	187.249399	space	0.3170312	188.2658001		188.5659927	188.5659927	188.5659927	300	17	"[6.603961699875072, 7.181363600073382, 4.178450099891052, 5.105714899953455, 4.187907999847084, 2.669467199826613, 4.382238200167194, 3.832189899869263, 4.7979181001428515, 2.882275199983269, 6.531213799957186, 6.316855799872428, 3.3994853000622243, 2.432480299845338, 2.6852002998348325, 3.965880800038576, 3.2316725999116898]"	"[6.603966000024229, 7.181370500009507, 4.178457000060007, 5.105719699990004, 4.187914100009948, 2.669473099987954, 4.382243599975482, 3.832196499919519, 4.797923100180924, 2.8822822000365704, 6.531221800018102, 6.316859500017017, 3.3995135999284685, 2.4324890999123454, 2.68520459998399, 3.965885000070557, 3.23168159998022]"	final100	1	2022-11-10_23h08.43.428	Intentional Binding	2022.2.4	59.93770077
0.4	1000	exp	1	5	17	10	191.7985798	192.7983808	192.7983808	192.7983808	space	0.2673053	193.4813446		193.7811558	193.7811558	193.7811558	200	18	"[6.603961699875072, 7.181363600073382, 4.178450099891052, 5.105714899953455, 4.187907999847084, 2.669467199826613, 4.382238200167194, 3.832189899869263, 4.7979181001428515, 2.882275199983269, 6.531213799957186, 6.316855799872428, 3.3994853000622243, 2.432480299845338, 2.6852002998348325, 3.965880800038576, 3.2316725999116898, 2.634471899829805]"	"[6.603966000024229, 7.181370500009507, 4.178457000060007, 5.105719699990004, 4.187914100009948, 2.669473099987954, 4.382243599975482, 3.832196499919519, 4.797923100180924, 2.8822822000365704, 6.531221800018102, 6.316859500017017, 3.3995135999284685, 2.4324890999123454, 2.68520459998399, 3.965885000070557, 3.23168159998022, 2.634477199986577]"	final100	1	2022-11-10_23h08.43.428	Intentional Binding	2022.2.4	59.93770077
0.4	1000	exp	1	6	18	7	196.4146155	197.4135796	197.4135796	197.4302912	space	0.3810882	198.2142209		198.5134987	198.5134987	198.5134987	300	19	"[6.603961699875072, 7.181363600073382, 4.178450099891052, 5.105714899953455, 4.187907999847084, 2.669467199826613, 4.382238200167194, 3.832189899869263, 4.7979181001428515, 2.882275199983269, 6.531213799957186, 6.316855799872428, 3.3994853000622243, 2.432480299845338, 2.6852002998348325, 3.965880800038576, 3.2316725999116898, 2.634471899829805, 2.4148711999878287]"	"[6.603966000024229, 7.181370500009507, 4.178457000060007, 5.105719699990004, 4.187914100009948, 2.669473099987954, 4.382243599975482, 3.832196499919519, 4.797923100180924, 2.8822822000365704, 6.531221800018102, 6.316859500017017, 3.3995135999284685, 2.4324890999123454, 2.68520459998399, 3.965885000070557, 3.23168159998022, 2.634477199986577, 2.414878499926999]"	final100	1	2022-11-10_23h08.43.428	Intentional Binding	2022.2.4	59.93770077
0.1	400	unexp	1	7	19	0	200.9299	201.9293455	201.9293455	201.9293455	space	0.3613923	202.4122911		202.7122086	202.7122086	202.7122086	200	20	"[6.603961699875072, 7.181363600073382, 4.178450099891052, 5.105714899953455, 4.187907999847084, 2.669467199826613, 4.382238200167194, 3.832189899869263, 4.7979181001428515, 2.882275199983269, 6.531213799957186, 6.316855799872428, 3.3994853000622243, 2.432480299845338, 2.6852002998348325, 3.965880800038576, 3.2316725999116898, 2.634471899829805, 2.4148711999878287, 3.298140700208023]"	"[6.603966000024229, 7.181370500009507, 4.178457000060007, 5.105719699990004, 4.187914100009948, 2.669473099987954, 4.382243599975482, 3.832196499919519, 4.797923100180924, 2.8822822000365704, 6.531221800018102, 6.316859500017017, 3.3995135999284685, 2.4324890999123454, 2.68520459998399, 3.965885000070557, 3.23168159998022, 2.634477199986577, 2.414878499926999, 3.2981606000103056]"	final100	1	2022-11-10_23h08.43.428	Intentional Binding	2022.2.4	59.93770077
0.7	1000	exp	1	8	20	5	206.0116746	207.0113213	207.0113213	207.0113213	space	0.1924554	207.9276868		208.2274662	208.2274662	208.2274662	300	21	"[6.603961699875072, 7.181363600073382, 4.178450099891052, 5.105714899953455, 4.187907999847084, 2.669467199826613, 4.382238200167194, 3.832189899869263, 4.7979181001428515, 2.882275199983269, 6.531213799957186, 6.316855799872428, 3.3994853000622243, 2.432480299845338, 2.6852002998348325, 3.965880800038576, 3.2316725999116898, 2.634471899829805, 2.4148711999878287, 3.298140700208023, 2.9324759000446647]"	"[6.603966000024229, 7.181370500009507, 4.178457000060007, 5.105719699990004, 4.187914100009948, 2.669473099987954, 4.382243599975482, 3.832196499919519, 4.797923100180924, 2.8822822000365704, 6.531221800018102, 6.316859500017017, 3.3995135999284685, 2.4324890999123454, 2.68520459998399, 3.965885000070557, 3.23168159998022, 2.634477199986577, 2.414878499926999, 3.2981606000103056, 2.932484900113195]"	final100	1	2022-11-10_23h08.43.428	Intentional Binding	2022.2.4	59.93770077
0.1	1000	exp	1	9	21	9	211.1605483	212.1601431	212.1601431	212.1601431	space	0.4136924	212.6929968	212.9937794	212.9937794	212.9937794	212.9937794	200	22	"[6.603961699875072, 7.181363600073382, 4.178450099891052, 5.105714899953455, 4.187907999847084, 2.669467199826613, 4.382238200167194, 3.832189899869263, 4.7979181001428515, 2.882275199983269, 6.531213799957186, 6.316855799872428, 3.3994853000622243, 2.432480299845338, 2.6852002998348325, 3.965880800038576, 3.2316725999116898, 2.634471899829805, 2.4148711999878287, 3.298140700208023, 2.9324759000446647, 3.049938900163397]"	"[6.603966000024229, 7.181370500009507, 4.178457000060007, 5.105719699990004, 4.187914100009948, 2.669473099987954, 4.382243599975482, 3.832196499919519, 4.797923100180924, 2.8822822000365704, 6.531221800018102, 6.316859500017017, 3.3995135999284685, 2.4324890999123454, 2.68520459998399, 3.965885000070557, 3.23168159998022, 2.634477199986577, 2.414878499926999, 3.2981606000103056, 2.932484900113195, 3.0499442000873387]"	final100	1	2022-11-10_23h08.43.428	Intentional Binding	2022.2.4	59.93770077
0.7	400	unexp	1	10	22	2	216.0425505	217.0420763	217.0420763	217.0420763	space	0.3325538	218.0919192		218.3915987	218.3915987	218.3915987	400	23	"[6.603961699875072, 7.181363600073382, 4.178450099891052, 5.105714899953455, 4.187907999847084, 2.669467199826613, 4.382238200167194, 3.832189899869263, 4.7979181001428515, 2.882275199983269, 6.531213799957186, 6.316855799872428, 3.3994853000622243, 2.432480299845338, 2.6852002998348325, 3.965880800038576, 3.2316725999116898, 2.634471899829805, 2.4148711999878287, 3.298140700208023, 2.9324759000446647, 3.049938900163397, 2.5323687000200152]"	"[6.603966000024229, 7.181370500009507, 4.178457000060007, 5.105719699990004, 4.187914100009948, 2.669473099987954, 4.382243599975482, 3.832196499919519, 4.797923100180924, 2.8822822000365704, 6.531221800018102, 6.316859500017017, 3.3995135999284685, 2.4324890999123454, 2.68520459998399, 3.965885000070557, 3.23168159998022, 2.634477199986577, 2.414878499926999, 3.2981606000103056, 2.932484900113195, 3.0499442000873387, 2.532377399969846]"	final100	1	2022-11-10_23h08.43.428	Intentional Binding	2022.2.4	59.93770077
0.7	1000	exp	1	11	23	8	220.9247252	221.9242931	221.9242931	221.9242931	space	0.3252046	222.9739527		223.2736038	223.2736038	223.2736038	400	24	"[6.603961699875072, 7.181363600073382, 4.178450099891052, 5.105714899953455, 4.187907999847084, 2.669467199826613, 4.382238200167194, 3.832189899869263, 4.7979181001428515, 2.882275199983269, 6.531213799957186, 6.316855799872428, 3.3994853000622243, 2.432480299845338, 2.6852002998348325, 3.965880800038576, 3.2316725999116898, 2.634471899829805, 2.4148711999878287, 3.298140700208023, 2.9324759000446647, 3.049938900163397, 2.5323687000200152, 2.4188702998217195]"	"[6.603966000024229, 7.181370500009507, 4.178457000060007, 5.105719699990004, 4.187914100009948, 2.669473099987954, 4.382243599975482, 3.832196499919519, 4.797923100180924, 2.8822822000365704, 6.531221800018102, 6.316859500017017, 3.3995135999284685, 2.4324890999123454, 2.68520459998399, 3.965885000070557, 3.23168159998022, 2.634477199986577, 2.414878499926999, 3.2981606000103056, 2.932484900113195, 3.0499442000873387, 2.532377399969846, 2.418874599970877]"	final100	1	2022-11-10_23h08.43.428	Intentional Binding	2022.2.4	59.93770077
0.7	1000	exp	2	0	24	8	225.6903231	226.6898258	226.6898258	226.6898258	space	0.4879661	227.9061803	228.2058057	228.2058057	228.2058057	228.2058057	400	25	"[6.603961699875072, 7.181363600073382, 4.178450099891052, 5.105714899953455, 4.187907999847084, 2.669467199826613, 4.382238200167194, 3.832189899869263, 4.7979181001428515, 2.882275199983269, 6.531213799957186, 6.316855799872428, 3.3994853000622243, 2.432480299845338, 2.6852002998348325, 3.965880800038576, 3.2316725999116898, 2.634471899829805, 2.4148711999878287, 3.298140700208023, 2.9324759000446647, 3.049938900163397, 2.5323687000200152, 2.4188702998217195, 2.351750700036064]"	"[6.603966000024229, 7.181370500009507, 4.178457000060007, 5.105719699990004, 4.187914100009948, 2.669473099987954, 4.382243599975482, 3.832196499919519, 4.797923100180924, 2.8822822000365704, 6.531221800018102, 6.316859500017017, 3.3995135999284685, 2.4324890999123454, 2.68520459998399, 3.965885000070557, 3.23168159998022, 2.634477199986577, 2.414878499926999, 3.2981606000103056, 2.932484900113195, 3.0499442000873387, 2.532377399969846, 2.418874599970877, 2.3517553999554366]"	final100	1	2022-11-10_23h08.43.428	Intentional Binding	2022.2.4	59.93770077
0.4	1000	exp	2	1	25	10	230.5558939	231.5551448	231.5551448	231.5551448	space	0.2929104	232.2716663		232.5718781	232.5718781	232.5718781	310	26	"[6.603961699875072, 7.181363600073382, 4.178450099891052, 5.105714899953455, 4.187907999847084, 2.669467199826613, 4.382238200167194, 3.832189899869263, 4.7979181001428515, 2.882275199983269, 6.531213799957186, 6.316855799872428, 3.3994853000622243, 2.432480299845338, 2.6852002998348325, 3.965880800038576, 3.2316725999116898, 2.634471899829805, 2.4148711999878287, 3.298140700208023, 2.9324759000446647, 3.049938900163397, 2.5323687000200152, 2.4188702998217195, 2.351750700036064, 5.08165240008384]"	"[6.603966000024229, 7.181370500009507, 4.178457000060007, 5.105719699990004, 4.187914100009948, 2.669473099987954, 4.382243599975482, 3.832196499919519, 4.797923100180924, 2.8822822000365704, 6.531221800018102, 6.316859500017017, 3.3995135999284685, 2.4324890999123454, 2.68520459998399, 3.965885000070557, 3.23168159998022, 2.634477199986577, 2.414878499926999, 3.2981606000103056, 2.932484900113195, 3.0499442000873387, 2.532377399969846, 2.418874599970877, 2.3517553999554366, 5.081658800132573]"	final100	1	2022-11-10_23h08.43.428	Intentional Binding	2022.2.4	59.93770077
0.7	1000	exp	2	2	26	11	237.6538042	238.6536306	238.6536306	238.6536306	space	0.2654124	239.6364441		239.9362286	239.9362286	239.9362286	500	27	"[6.603961699875072, 7.181363600073382, 4.178450099891052, 5.105714899953455, 4.187907999847084, 2.669467199826613, 4.382238200167194, 3.832189899869263, 4.7979181001428515, 2.882275199983269, 6.531213799957186, 6.316855799872428, 3.3994853000622243, 2.432480299845338, 2.6852002998348325, 3.965880800038576, 3.2316725999116898, 2.634471899829805, 2.4148711999878287, 3.298140700208023, 2.9324759000446647, 3.049938900163397, 2.5323687000200152, 2.4188702998217195, 2.351750700036064, 5.08165240008384, 2.5327602000907063]"	"[6.603966000024229, 7.181370500009507, 4.178457000060007, 5.105719699990004, 4.187914100009948, 2.669473099987954, 4.382243599975482, 3.832196499919519, 4.797923100180924, 2.8822822000365704, 6.531221800018102, 6.316859500017017, 3.3995135999284685, 2.4324890999123454, 2.68520459998399, 3.965885000070557, 3.23168159998022, 2.634477199986577, 2.414878499926999, 3.2981606000103056, 2.932484900113195, 3.0499442000873387, 2.532377399969846, 2.418874599970877, 2.3517553999554366, 5.081658800132573, 2.532767300028354]"	final100	1	2022-11-10_23h08.43.428	Intentional Binding	2022.2.4	59.93770077
0.4	1000	exp	2	3	27	4	242.469263	243.4691879	243.4691879	243.4691879	space	0.3963521	244.2848807		244.5850467	244.5850467	244.5850467	300	28	"[6.603961699875072, 7.181363600073382, 4.178450099891052, 5.105714899953455, 4.187907999847084, 2.669467199826613, 4.382238200167194, 3.832189899869263, 4.7979181001428515, 2.882275199983269, 6.531213799957186, 6.316855799872428, 3.3994853000622243, 2.432480299845338, 2.6852002998348325, 3.965880800038576, 3.2316725999116898, 2.634471899829805, 2.4148711999878287, 3.298140700208023, 2.9324759000446647, 3.049938900163397, 2.5323687000200152, 2.4188702998217195, 2.351750700036064, 5.08165240008384, 2.5327602000907063, 2.9323712999466807]"	"[6.603966000024229, 7.181370500009507, 4.178457000060007, 5.105719699990004, 4.187914100009948, 2.669473099987954, 4.382243599975482, 3.832196499919519, 4.797923100180924, 2.8822822000365704, 6.531221800018102, 6.316859500017017, 3.3995135999284685, 2.4324890999123454, 2.68520459998399, 3.965885000070557, 3.23168159998022, 2.634477199986577, 2.414878499926999, 3.2981606000103056, 2.932484900113195, 3.0499442000873387, 2.532377399969846, 2.418874599970877, 2.3517553999554366, 5.081658800132573, 2.532767300028354, 2.9323855000548065]"	final100	1	2022-11-10_23h08.43.428	Intentional Binding	2022.2.4	59.93770077
0.7	400	unexp	2	4	28	2	247.5182403	248.517868	248.517868	248.517868	space	0.28047	249.5170482		249.8174357	249.8174357	249.8174357	600	29	"[6.603961699875072, 7.181363600073382, 4.178450099891052, 5.105714899953455, 4.187907999847084, 2.669467199826613, 4.382238200167194, 3.832189899869263, 4.7979181001428515, 2.882275199983269, 6.531213799957186, 6.316855799872428, 3.3994853000622243, 2.432480299845338, 2.6852002998348325, 3.965880800038576, 3.2316725999116898, 2.634471899829805, 2.4148711999878287, 3.298140700208023, 2.9324759000446647, 3.049938900163397, 2.5323687000200152, 2.4188702998217195, 2.351750700036064, 5.08165240008384, 2.5327602000907063, 2.9323712999466807, 2.7491264001000673]"	"[6.603966000024229, 7.181370500009507, 4.178457000060007, 5.105719699990004, 4.187914100009948, 2.669473099987954, 4.382243599975482, 3.832196499919519, 4.797923100180924, 2.8822822000365704, 6.531221800018102, 6.316859500017017, 3.3995135999284685, 2.4324890999123454, 2.68520459998399, 3.965885000070557, 3.23168159998022, 2.634477199986577, 2.414878499926999, 3.2981606000103056, 2.932484900113195, 3.0499442000873387, 2.532377399969846, 2.418874599970877, 2.3517553999554366, 5.081658800132573, 2.532767300028354, 2.9323855000548065, 2.74913730006665]"	final100	1	2022-11-10_23h08.43.428	Intentional Binding	2022.2.4	59.93770077
0.1	1000	exp	2	5	29	3	252.5664713	253.5661445	253.5661445	253.5661445	space	0.2695413	253.966045		254.2658806	254.2658806	254.2658806	100	30	"[6.603961699875072, 7.181363600073382, 4.178450099891052, 5.105714899953455, 4.187907999847084, 2.669467199826613, 4.382238200167194, 3.832189899869263, 4.7979181001428515, 2.882275199983269, 6.531213799957186, 6.316855799872428, 3.3994853000622243, 2.432480299845338, 2.6852002998348325, 3.965880800038576, 3.2316725999116898, 2.634471899829805, 2.4148711999878287, 3.298140700208023, 2.9324759000446647, 3.049938900163397, 2.5323687000200152, 2.4188702998217195, 2.351750700036064, 5.08165240008384, 2.5327602000907063, 2.9323712999466807, 2.7491264001000673, 2.7485426999628544]"	"[6.603966000024229, 7.181370500009507, 4.178457000060007, 5.105719699990004, 4.187914100009948, 2.669473099987954, 4.382243599975482, 3.832196499919519, 4.797923100180924, 2.8822822000365704, 6.531221800018102, 6.316859500017017, 3.3995135999284685, 2.4324890999123454, 2.68520459998399, 3.965885000070557, 3.23168159998022, 2.634477199986577, 2.414878499926999, 3.2981606000103056, 2.932484900113195, 3.0499442000873387, 2.532377399969846, 2.418874599970877, 2.3517553999554366, 5.081658800132573, 2.532767300028354, 2.9323855000548065, 2.74913730006665, 2.748549999902025]"	final100	1	2022-11-10_23h08.43.428	Intentional Binding	2022.2.4	59.93770077
0.1	400	unexp	2	6	30	0	257.0156051	258.015652	258.015652	258.015652	space	0.2905884	258.4315577	258.7319114	258.7319114	258.7319114	258.7319114	200	31	"[6.603961699875072, 7.181363600073382, 4.178450099891052, 5.105714899953455, 4.187907999847084, 2.669467199826613, 4.382238200167194, 3.832189899869263, 4.7979181001428515, 2.882275199983269, 6.531213799957186, 6.316855799872428, 3.3994853000622243, 2.432480299845338, 2.6852002998348325, 3.965880800038576, 3.2316725999116898, 2.634471899829805, 2.4148711999878287, 3.298140700208023, 2.9324759000446647, 3.049938900163397, 2.5323687000200152, 2.4188702998217195, 2.351750700036064, 5.08165240008384, 2.5327602000907063, 2.9323712999466807, 2.7491264001000673, 2.7485426999628544, 2.4984617999289185]"	"[6.603966000024229, 7.181370500009507, 4.178457000060007, 5.105719699990004, 4.187914100009948, 2.669473099987954, 4.382243599975482, 3.832196499919519, 4.797923100180924, 2.8822822000365704, 6.531221800018102, 6.316859500017017, 3.3995135999284685, 2.4324890999123454, 2.68520459998399, 3.965885000070557, 3.23168159998022, 2.634477199986577, 2.414878499926999, 3.2981606000103056, 2.932484900113195, 3.0499442000873387, 2.532377399969846, 2.418874599970877, 2.3517553999554366, 5.081658800132573, 2.532767300028354, 2.9323855000548065, 2.74913730006665, 2.748549999902025, 2.4984677999746054]"	final100	1	2022-11-10_23h08.43.428	Intentional Binding	2022.2.4	59.93770077
0.4	400	unexp	2	7	31	1	261.2310651	262.2307262	262.2307262	262.2307262	space	0.3073046	262.9640336	263.2638852	263.2638852	263.2638852	263.2638852	300	32	"[6.603961699875072, 7.181363600073382, 4.178450099891052, 5.105714899953455, 4.187907999847084, 2.669467199826613, 4.382238200167194, 3.832189899869263, 4.7979181001428515, 2.882275199983269, 6.531213799957186, 6.316855799872428, 3.3994853000622243, 2.432480299845338, 2.6852002998348325, 3.965880800038576, 3.2316725999116898, 2.634471899829805, 2.4148711999878287, 3.298140700208023, 2.9324759000446647, 3.049938900163397, 2.5323687000200152, 2.4188702998217195, 2.351750700036064, 5.08165240008384, 2.5327602000907063, 2.9323712999466807, 2.7491264001000673, 2.7485426999628544, 2.4984617999289185, 3.697896199999377]"	"[6.603966000024229, 7.181370500009507, 4.178457000060007, 5.105719699990004, 4.187914100009948, 2.669473099987954, 4.382243599975482, 3.832196499919519, 4.797923100180924, 2.8822822000365704, 6.531221800018102, 6.316859500017017, 3.3995135999284685, 2.4324890999123454, 2.68520459998399, 3.965885000070557, 3.23168159998022, 2.634477199986577, 2.414878499926999, 3.2981606000103056, 2.932484900113195, 3.0499442000873387, 2.532377399969846, 2.418874599970877, 2.3517553999554366, 5.081658800132573, 2.532767300028354, 2.9323855000548065, 2.74913730006665, 2.748549999902025, 2.4984677999746054, 3.6979012999217957]"	final100	1	2022-11-10_23h08.43.428	Intentional Binding	2022.2.4	59.93770077
0.7	1000	exp	2	8	32	5	266.9632599	267.9625979	267.9625979	267.9625979	space	0.3236143	269.0123181	269.312733	269.312733	269.312733	269.312733	200	33	"[6.603961699875072, 7.181363600073382, 4.178450099891052, 5.105714899953455, 4.187907999847084, 2.669467199826613, 4.382238200167194, 3.832189899869263, 4.7979181001428515, 2.882275199983269, 6.531213799957186, 6.316855799872428, 3.3994853000622243, 2.432480299845338, 2.6852002998348325, 3.965880800038576, 3.2316725999116898, 2.634471899829805, 2.4148711999878287, 3.298140700208023, 2.9324759000446647, 3.049938900163397, 2.5323687000200152, 2.4188702998217195, 2.351750700036064, 5.08165240008384, 2.5327602000907063, 2.9323712999466807, 2.7491264001000673, 2.7485426999628544, 2.4984617999289185, 3.697896199999377, 5.2815539999864995]"	"[6.603966000024229, 7.181370500009507, 4.178457000060007, 5.105719699990004, 4.187914100009948, 2.669473099987954, 4.382243599975482, 3.832196499919519, 4.797923100180924, 2.8822822000365704, 6.531221800018102, 6.316859500017017, 3.3995135999284685, 2.4324890999123454, 2.68520459998399, 3.965885000070557, 3.23168159998022, 2.634477199986577, 2.414878499926999, 3.2981606000103056, 2.932484900113195, 3.0499442000873387, 2.532377399969846, 2.418874599970877, 2.3517553999554366, 5.081658800132573, 2.532767300028354, 2.9323855000548065, 2.74913730006665, 2.748549999902025, 2.4984677999746054, 3.6979012999217957, 5.28156129992567]"	final100	1	2022-11-10_23h08.43.428	Intentional Binding	2022.2.4	59.93770077
0.4	1000	exp	2	9	33	7	274.5945179	275.5943348	275.5943348	275.5943348	space	0.2870993	276.3108083		276.6139864	276.6139864	276.6139864	"100
"	34	"[6.603961699875072, 7.181363600073382, 4.178450099891052, 5.105714899953455, 4.187907999847084, 2.669467199826613, 4.382238200167194, 3.832189899869263, 4.7979181001428515, 2.882275199983269, 6.531213799957186, 6.316855799872428, 3.3994853000622243, 2.432480299845338, 2.6852002998348325, 3.965880800038576, 3.2316725999116898, 2.634471899829805, 2.4148711999878287, 3.298140700208023, 2.9324759000446647, 3.049938900163397, 2.5323687000200152, 2.4188702998217195, 2.351750700036064, 5.08165240008384, 2.5327602000907063, 2.9323712999466807, 2.7491264001000673, 2.7485426999628544, 2.4984617999289185, 3.697896199999377, 5.2815539999864995, 3.317779300035909]"	"[6.603966000024229, 7.181370500009507, 4.178457000060007, 5.105719699990004, 4.187914100009948, 2.669473099987954, 4.382243599975482, 3.832196499919519, 4.797923100180924, 2.8822822000365704, 6.531221800018102, 6.316859500017017, 3.3995135999284685, 2.4324890999123454, 2.68520459998399, 3.965885000070557, 3.23168159998022, 2.634477199986577, 2.414878499926999, 3.2981606000103056, 2.932484900113195, 3.0499442000873387, 2.532377399969846, 2.418874599970877, 2.3517553999554366, 5.081658800132573, 2.532767300028354, 2.9323855000548065, 2.74913730006665, 2.748549999902025, 2.4984677999746054, 3.6979012999217957, 5.28156129992567, 3.317807100014761]"	final100	1	2022-11-10_23h08.43.428	Intentional Binding	2022.2.4	59.93770077
0.1	1000	exp	2	10	34	6	279.9270209	280.9266306	280.9266306	280.9266306	space	0.6721648	281.725887		282.0256912	282.0256912	282.0256912	100	35	"[6.603961699875072, 7.181363600073382, 4.178450099891052, 5.105714899953455, 4.187907999847084, 2.669467199826613, 4.382238200167194, 3.832189899869263, 4.7979181001428515, 2.882275199983269, 6.531213799957186, 6.316855799872428, 3.3994853000622243, 2.432480299845338, 2.6852002998348325, 3.965880800038576, 3.2316725999116898, 2.634471899829805, 2.4148711999878287, 3.298140700208023, 2.9324759000446647, 3.049938900163397, 2.5323687000200152, 2.4188702998217195, 2.351750700036064, 5.08165240008384, 2.5327602000907063, 2.9323712999466807, 2.7491264001000673, 2.7485426999628544, 2.4984617999289185, 3.697896199999377, 5.2815539999864995, 3.317779300035909, 2.373412200016901]"	"[6.603966000024229, 7.181370500009507, 4.178457000060007, 5.105719699990004, 4.187914100009948, 2.669473099987954, 4.382243599975482, 3.832196499919519, 4.797923100180924, 2.8822822000365704, 6.531221800018102, 6.316859500017017, 3.3995135999284685, 2.4324890999123454, 2.68520459998399, 3.965885000070557, 3.23168159998022, 2.634477199986577, 2.414878499926999, 3.2981606000103056, 2.932484900113195, 3.0499442000873387, 2.532377399969846, 2.418874599970877, 2.3517553999554366, 5.081658800132573, 2.532767300028354, 2.9323855000548065, 2.74913730006665, 2.748549999902025, 2.4984677999746054, 3.6979012999217957, 5.28156129992567, 3.317807100014761, 2.373416200047359]"	final100	1	2022-11-10_23h08.43.428	Intentional Binding	2022.2.4	59.93770077
