delay	freq	condition	trials.thisRepN	trials.thisTrialN	trials.thisN	trials.thisIndex	polygon.started	polygon_2.started	key_resp.started	polygon.stopped	key_resp.keys	key_resp.rt	sound_1.started	sound_1.stopped	text.started	textbox.started	button.started	textbox.text	button.numClicks	button.timesOn	button.timesOff	participant	session	date	expName	psychopyVersion	frameRate
0.1	1000	exp	4	5	53	6	384.7335556	385.733124	385.733124	385.733124	space	0.2615945	386.1166697		386.4161059	386.4161059	386.4161059	75	54	"[6.603961699875072, 7.181363600073382, 4.178450099891052, 5.105714899953455, 4.187907999847084, 2.669467199826613, 4.382238200167194, 3.832189899869263, 4.7979181001428515, 2.882275199983269, 6.531213799957186, 6.316855799872428, 3.3994853000622243, 2.432480299845338, 2.6852002998348325, 3.965880800038576, 3.2316725999116898, 2.634471899829805, 2.4148711999878287, 3.298140700208023, 2.9324759000446647, 3.049938900163397, 2.5323687000200152, 2.4188702998217195, 2.351750700036064, 5.08165240008384, 2.5327602000907063, 2.9323712999466807, 2.7491264001000673, 2.7485426999628544, 2.4984617999289185, 3.697896199999377, 5.2815539999864995, 3.317779300035909, 2.373412200016901, 1.9319732999429107, 4.101432699942961, 3.047119199996814, 3.8311058001127094, 2.8996447999961674, 3.750735100125894, 3.198045000201091, 3.1908649001270533, 4.316866799956188, 4.4317087000235915, 2.533314700005576, 2.948166500078514, 3.3146530999802053, 3.60208350000903, 3.365073700202629, 2.2837172001600266, 3.4476644000969827, 4.2185068000108, 5.01556279999204]"	"[6.603966000024229, 7.181370500009507, 4.178457000060007, 5.105719699990004, 4.187914100009948, 2.669473099987954, 4.382243599975482, 3.832196499919519, 4.797923100180924, 2.8822822000365704, 6.531221800018102, 6.316859500017017, 3.3995135999284685, 2.4324890999123454, 2.68520459998399, 3.965885000070557, 3.23168159998022, 2.634477199986577, 2.414878499926999, 3.2981606000103056, 2.932484900113195, 3.0499442000873387, 2.532377399969846, 2.418874599970877, 2.3517553999554366, 5.081658800132573, 2.532767300028354, 2.9323855000548065, 2.74913730006665, 2.748549999902025, 2.4984677999746054, 3.6979012999217957, 5.28156129992567, 3.317807100014761, 2.373416200047359, 1.9319800999946892, 4.101436999859288, 3.047125400044024, 3.831112400162965, 2.899651400046423, 3.7507400999311358, 3.1980686001479626, 3.190869700163603, 4.3168707001022995, 4.431724899914116, 2.5333199000451714, 2.948173600016162, 3.3146605000365525, 3.602087200153619, 3.3650813000276685, 2.283738400088623, 3.4476707000285387, 4.218512300169095, 5.015569800045341]"	final100	1	2022-11-10_23h08.43.428	Intentional Binding	2022.2.4	59.93770077
0.4	1000	exp	4	6	54	4	391.4317117	392.4317492	392.4317492	392.4317492	space	0.0029974	392.8643762	393.1648713	393.1648713	393.1648713	393.1648713	100	55	"[6.603961699875072, 7.181363600073382, 4.178450099891052, 5.105714899953455, 4.187907999847084, 2.669467199826613, 4.382238200167194, 3.832189899869263, 4.7979181001428515, 2.882275199983269, 6.531213799957186, 6.316855799872428, 3.3994853000622243, 2.432480299845338, 2.6852002998348325, 3.965880800038576, 3.2316725999116898, 2.634471899829805, 2.4148711999878287, 3.298140700208023, 2.9324759000446647, 3.049938900163397, 2.5323687000200152, 2.4188702998217195, 2.351750700036064, 5.08165240008384, 2.5327602000907063, 2.9323712999466807, 2.7491264001000673, 2.7485426999628544, 2.4984617999289185, 3.697896199999377, 5.2815539999864995, 3.317779300035909, 2.373412200016901, 1.9319732999429107, 4.101432699942961, 3.047119199996814, 3.8311058001127094, 2.8996447999961674, 3.750735100125894, 3.198045000201091, 3.1908649001270533, 4.316866799956188, 4.4317087000235915, 2.533314700005576, 2.948166500078514, 3.3146530999802053, 3.60208350000903, 3.365073700202629, 2.2837172001600266, 3.4476644000969827, 4.2185068000108, 5.01556279999204, 3.131892899982631]"	"[6.603966000024229, 7.181370500009507, 4.178457000060007, 5.105719699990004, 4.187914100009948, 2.669473099987954, 4.382243599975482, 3.832196499919519, 4.797923100180924, 2.8822822000365704, 6.531221800018102, 6.316859500017017, 3.3995135999284685, 2.4324890999123454, 2.68520459998399, 3.965885000070557, 3.23168159998022, 2.634477199986577, 2.414878499926999, 3.2981606000103056, 2.932484900113195, 3.0499442000873387, 2.532377399969846, 2.418874599970877, 2.3517553999554366, 5.081658800132573, 2.532767300028354, 2.9323855000548065, 2.74913730006665, 2.748549999902025, 2.4984677999746054, 3.6979012999217957, 5.28156129992567, 3.317807100014761, 2.373416200047359, 1.9319800999946892, 4.101436999859288, 3.047125400044024, 3.831112400162965, 2.899651400046423, 3.7507400999311358, 3.1980686001479626, 3.190869700163603, 4.3168707001022995, 4.431724899914116, 2.5333199000451714, 2.948173600016162, 3.3146605000365525, 3.602087200153619, 3.3650813000276685, 2.283738400088623, 3.4476707000285387, 4.218512300169095, 5.015569800045341, 3.1319003999233246]"	final100	1	2022-11-10_23h08.43.428	Intentional Binding	2022.2.4	59.93770077
0.4	1000	exp	4	7	55	10	396.2974612	397.2970229	397.2970229	397.2970229	space	0.3104865	398.0299737		398.3305466	398.3305466	398.3305466	10	56	"[6.603961699875072, 7.181363600073382, 4.178450099891052, 5.105714899953455, 4.187907999847084, 2.669467199826613, 4.382238200167194, 3.832189899869263, 4.7979181001428515, 2.882275199983269, 6.531213799957186, 6.316855799872428, 3.3994853000622243, 2.432480299845338, 2.6852002998348325, 3.965880800038576, 3.2316725999116898, 2.634471899829805, 2.4148711999878287, 3.298140700208023, 2.9324759000446647, 3.049938900163397, 2.5323687000200152, 2.4188702998217195, 2.351750700036064, 5.08165240008384, 2.5327602000907063, 2.9323712999466807, 2.7491264001000673, 2.7485426999628544, 2.4984617999289185, 3.697896199999377, 5.2815539999864995, 3.317779300035909, 2.373412200016901, 1.9319732999429107, 4.101432699942961, 3.047119199996814, 3.8311058001127094, 2.8996447999961674, 3.750735100125894, 3.198045000201091, 3.1908649001270533, 4.316866799956188, 4.4317087000235915, 2.533314700005576, 2.948166500078514, 3.3146530999802053, 3.60208350000903, 3.365073700202629, 2.2837172001600266, 3.4476644000969827, 4.2185068000108, 5.01556279999204, 3.131892899982631, 2.91879600007087]"	"[6.603966000024229, 7.181370500009507, 4.178457000060007, 5.105719699990004, 4.187914100009948, 2.669473099987954, 4.382243599975482, 3.832196499919519, 4.797923100180924, 2.8822822000365704, 6.531221800018102, 6.316859500017017, 3.3995135999284685, 2.4324890999123454, 2.68520459998399, 3.965885000070557, 3.23168159998022, 2.634477199986577, 2.414878499926999, 3.2981606000103056, 2.932484900113195, 3.0499442000873387, 2.532377399969846, 2.418874599970877, 2.3517553999554366, 5.081658800132573, 2.532767300028354, 2.9323855000548065, 2.74913730006665, 2.748549999902025, 2.4984677999746054, 3.6979012999217957, 5.28156129992567, 3.317807100014761, 2.373416200047359, 1.9319800999946892, 4.101436999859288, 3.047125400044024, 3.831112400162965, 2.899651400046423, 3.7507400999311358, 3.1980686001479626, 3.190869700163603, 4.3168707001022995, 4.431724899914116, 2.5333199000451714, 2.948173600016162, 3.3146605000365525, 3.602087200153619, 3.3650813000276685, 2.283738400088623, 3.4476707000285387, 4.218512300169095, 5.015569800045341, 3.1319003999233246, 2.918800399871543]"	final100	1	2022-11-10_23h08.43.428	Intentional Binding	2022.2.4	59.93770077
0.1	1000	exp	4	8	56	3	401.2462419	402.2457903	402.2457903	402.2457903	space	0.3524997	402.7286578		403.0287244	403.0287244	403.0287244	10	57	"[6.603961699875072, 7.181363600073382, 4.178450099891052, 5.105714899953455, 4.187907999847084, 2.669467199826613, 4.382238200167194, 3.832189899869263, 4.7979181001428515, 2.882275199983269, 6.531213799957186, 6.316855799872428, 3.3994853000622243, 2.432480299845338, 2.6852002998348325, 3.965880800038576, 3.2316725999116898, 2.634471899829805, 2.4148711999878287, 3.298140700208023, 2.9324759000446647, 3.049938900163397, 2.5323687000200152, 2.4188702998217195, 2.351750700036064, 5.08165240008384, 2.5327602000907063, 2.9323712999466807, 2.7491264001000673, 2.7485426999628544, 2.4984617999289185, 3.697896199999377, 5.2815539999864995, 3.317779300035909, 2.373412200016901, 1.9319732999429107, 4.101432699942961, 3.047119199996814, 3.8311058001127094, 2.8996447999961674, 3.750735100125894, 3.198045000201091, 3.1908649001270533, 4.316866799956188, 4.4317087000235915, 2.533314700005576, 2.948166500078514, 3.3146530999802053, 3.60208350000903, 3.365073700202629, 2.2837172001600266, 3.4476644000969827, 4.2185068000108, 5.01556279999204, 3.131892899982631, 2.91879600007087, 1.9157066999468952]"	"[6.603966000024229, 7.181370500009507, 4.178457000060007, 5.105719699990004, 4.187914100009948, 2.669473099987954, 4.382243599975482, 3.832196499919519, 4.797923100180924, 2.8822822000365704, 6.531221800018102, 6.316859500017017, 3.3995135999284685, 2.4324890999123454, 2.68520459998399, 3.965885000070557, 3.23168159998022, 2.634477199986577, 2.414878499926999, 3.2981606000103056, 2.932484900113195, 3.0499442000873387, 2.532377399969846, 2.418874599970877, 2.3517553999554366, 5.081658800132573, 2.532767300028354, 2.9323855000548065, 2.74913730006665, 2.748549999902025, 2.4984677999746054, 3.6979012999217957, 5.28156129992567, 3.317807100014761, 2.373416200047359, 1.9319800999946892, 4.101436999859288, 3.047125400044024, 3.831112400162965, 2.899651400046423, 3.7507400999311358, 3.1980686001479626, 3.190869700163603, 4.3168707001022995, 4.431724899914116, 2.5333199000451714, 2.948173600016162, 3.3146605000365525, 3.602087200153619, 3.3650813000276685, 2.283738400088623, 3.4476707000285387, 4.218512300169095, 5.015569800045341, 3.1319003999233246, 2.918800399871543, 1.9157129998784512]"	final100	1	2022-11-10_23h08.43.428	Intentional Binding	2022.2.4	59.93770077
0.7	1000	exp	4	9	57	11	404.9452498	405.944756	405.944756	405.944756	space	0.8801791	407.5440577		407.844309	407.844309	407.844309	50	58	"[6.603961699875072, 7.181363600073382, 4.178450099891052, 5.105714899953455, 4.187907999847084, 2.669467199826613, 4.382238200167194, 3.832189899869263, 4.7979181001428515, 2.882275199983269, 6.531213799957186, 6.316855799872428, 3.3994853000622243, 2.432480299845338, 2.6852002998348325, 3.965880800038576, 3.2316725999116898, 2.634471899829805, 2.4148711999878287, 3.298140700208023, 2.9324759000446647, 3.049938900163397, 2.5323687000200152, 2.4188702998217195, 2.351750700036064, 5.08165240008384, 2.5327602000907063, 2.9323712999466807, 2.7491264001000673, 2.7485426999628544, 2.4984617999289185, 3.697896199999377, 5.2815539999864995, 3.317779300035909, 2.373412200016901, 1.9319732999429107, 4.101432699942961, 3.047119199996814, 3.8311058001127094, 2.8996447999961674, 3.750735100125894, 3.198045000201091, 3.1908649001270533, 4.316866799956188, 4.4317087000235915, 2.533314700005576, 2.948166500078514, 3.3146530999802053, 3.60208350000903, 3.365073700202629, 2.2837172001600266, 3.4476644000969827, 4.2185068000108, 5.01556279999204, 3.131892899982631, 2.91879600007087, 1.9157066999468952, 4.931650000158697]"	"[6.603966000024229, 7.181370500009507, 4.178457000060007, 5.105719699990004, 4.187914100009948, 2.669473099987954, 4.382243599975482, 3.832196499919519, 4.797923100180924, 2.8822822000365704, 6.531221800018102, 6.316859500017017, 3.3995135999284685, 2.4324890999123454, 2.68520459998399, 3.965885000070557, 3.23168159998022, 2.634477199986577, 2.414878499926999, 3.2981606000103056, 2.932484900113195, 3.0499442000873387, 2.532377399969846, 2.418874599970877, 2.3517553999554366, 5.081658800132573, 2.532767300028354, 2.9323855000548065, 2.74913730006665, 2.748549999902025, 2.4984677999746054, 3.6979012999217957, 5.28156129992567, 3.317807100014761, 2.373416200047359, 1.9319800999946892, 4.101436999859288, 3.047125400044024, 3.831112400162965, 2.899651400046423, 3.7507400999311358, 3.1980686001479626, 3.190869700163603, 4.3168707001022995, 4.431724899914116, 2.5333199000451714, 2.948173600016162, 3.3146605000365525, 3.602087200153619, 3.3650813000276685, 2.283738400088623, 3.4476707000285387, 4.218512300169095, 5.015569800045341, 3.1319003999233246, 2.918800399871543, 1.9157129998784512, 4.931658900110051]"	final100	1	2022-11-10_23h08.43.428	Intentional Binding	2022.2.4	59.93770077
0.4	1000	exp	4	10	58	7	412.776254	413.7760003	413.7760003	413.7760003	space	0.3026822	414.5095396	414.8093377	414.8093377	414.8093377	414.8093377	100	59	"[6.603961699875072, 7.181363600073382, 4.178450099891052, 5.105714899953455, 4.187907999847084, 2.669467199826613, 4.382238200167194, 3.832189899869263, 4.7979181001428515, 2.882275199983269, 6.531213799957186, 6.316855799872428, 3.3994853000622243, 2.432480299845338, 2.6852002998348325, 3.965880800038576, 3.2316725999116898, 2.634471899829805, 2.4148711999878287, 3.298140700208023, 2.9324759000446647, 3.049938900163397, 2.5323687000200152, 2.4188702998217195, 2.351750700036064, 5.08165240008384, 2.5327602000907063, 2.9323712999466807, 2.7491264001000673, 2.7485426999628544, 2.4984617999289185, 3.697896199999377, 5.2815539999864995, 3.317779300035909, 2.373412200016901, 1.9319732999429107, 4.101432699942961, 3.047119199996814, 3.8311058001127094, 2.8996447999961674, 3.750735100125894, 3.198045000201091, 3.1908649001270533, 4.316866799956188, 4.4317087000235915, 2.533314700005576, 2.948166500078514, 3.3146530999802053, 3.60208350000903, 3.365073700202629, 2.2837172001600266, 3.4476644000969827, 4.2185068000108, 5.01556279999204, 3.131892899982631, 2.91879600007087, 1.9157066999468952, 4.931650000158697, 2.664868799969554]"	"[6.603966000024229, 7.181370500009507, 4.178457000060007, 5.105719699990004, 4.187914100009948, 2.669473099987954, 4.382243599975482, 3.832196499919519, 4.797923100180924, 2.8822822000365704, 6.531221800018102, 6.316859500017017, 3.3995135999284685, 2.4324890999123454, 2.68520459998399, 3.965885000070557, 3.23168159998022, 2.634477199986577, 2.414878499926999, 3.2981606000103056, 2.932484900113195, 3.0499442000873387, 2.532377399969846, 2.418874599970877, 2.3517553999554366, 5.081658800132573, 2.532767300028354, 2.9323855000548065, 2.74913730006665, 2.748549999902025, 2.4984677999746054, 3.6979012999217957, 5.28156129992567, 3.317807100014761, 2.373416200047359, 1.9319800999946892, 4.101436999859288, 3.047125400044024, 3.831112400162965, 2.899651400046423, 3.7507400999311358, 3.1980686001479626, 3.190869700163603, 4.3168707001022995, 4.431724899914116, 2.5333199000451714, 2.948173600016162, 3.3146605000365525, 3.602087200153619, 3.3650813000276685, 2.283738400088623, 3.4476707000285387, 4.218512300169095, 5.015569800045341, 3.1319003999233246, 2.918800399871543, 1.9157129998784512, 4.931658900110051, 2.6648774000350386]"	final100	1	2022-11-10_23h08.43.428	Intentional Binding	2022.2.4	59.93770077
0.7	400	unexp	4	11	59	2	417.4753627	418.4748343	418.4748343	418.4748343	space	0.2682206	419.4748539		419.7743799	419.7743799	419.7743799	100	60	"[6.603961699875072, 7.181363600073382, 4.178450099891052, 5.105714899953455, 4.187907999847084, 2.669467199826613, 4.382238200167194, 3.832189899869263, 4.7979181001428515, 2.882275199983269, 6.531213799957186, 6.316855799872428, 3.3994853000622243, 2.432480299845338, 2.6852002998348325, 3.965880800038576, 3.2316725999116898, 2.634471899829805, 2.4148711999878287, 3.298140700208023, 2.9324759000446647, 3.049938900163397, 2.5323687000200152, 2.4188702998217195, 2.351750700036064, 5.08165240008384, 2.5327602000907063, 2.9323712999466807, 2.7491264001000673, 2.7485426999628544, 2.4984617999289185, 3.697896199999377, 5.2815539999864995, 3.317779300035909, 2.373412200016901, 1.9319732999429107, 4.101432699942961, 3.047119199996814, 3.8311058001127094, 2.8996447999961674, 3.750735100125894, 3.198045000201091, 3.1908649001270533, 4.316866799956188, 4.4317087000235915, 2.533314700005576, 2.948166500078514, 3.3146530999802053, 3.60208350000903, 3.365073700202629, 2.2837172001600266, 3.4476644000969827, 4.2185068000108, 5.01556279999204, 3.131892899982631, 2.91879600007087, 1.9157066999468952, 4.931650000158697, 2.664868799969554, 2.5687796999700367]"	"[6.603966000024229, 7.181370500009507, 4.178457000060007, 5.105719699990004, 4.187914100009948, 2.669473099987954, 4.382243599975482, 3.832196499919519, 4.797923100180924, 2.8822822000365704, 6.531221800018102, 6.316859500017017, 3.3995135999284685, 2.4324890999123454, 2.68520459998399, 3.965885000070557, 3.23168159998022, 2.634477199986577, 2.414878499926999, 3.2981606000103056, 2.932484900113195, 3.0499442000873387, 2.532377399969846, 2.418874599970877, 2.3517553999554366, 5.081658800132573, 2.532767300028354, 2.9323855000548065, 2.74913730006665, 2.748549999902025, 2.4984677999746054, 3.6979012999217957, 5.28156129992567, 3.317807100014761, 2.373416200047359, 1.9319800999946892, 4.101436999859288, 3.047125400044024, 3.831112400162965, 2.899651400046423, 3.7507400999311358, 3.1980686001479626, 3.190869700163603, 4.3168707001022995, 4.431724899914116, 2.5333199000451714, 2.948173600016162, 3.3146605000365525, 3.602087200153619, 3.3650813000276685, 2.283738400088623, 3.4476707000285387, 4.218512300169095, 5.015569800045341, 3.1319003999233246, 2.918800399871543, 1.9157129998784512, 4.931658900110051, 2.6648774000350386, 2.568785599898547]"	final100	1	2022-11-10_23h08.43.428	Intentional Binding	2022.2.4	59.93770077
																											
																											
		Delay 	response 																								
		0.7	223.3220339																								
		0.1	229.5636364																								
		0.4	224.5714286																								
